"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0014033","GO:0014033","neural crest cell differentiation","32/3020","89/18866",3.56729645104573e-06,0.000254381258501378,0.000213767540267391,"SEMA3A/JAG1/FRZB/MEF2C/SEMA3E/NRP2/SEMA3C/OVOL2/NRG1/SEMA6D/TCOF1/NRP1/SEMA3D/SOX11/HAND2/FBXL17/BMP4/GSC/PHOX2B/SFRP1/FOXC1/TWIST1/GBX2/SOX9/EDN3/SEMA5A/SEMA5B/KBTBD8/CORO1C/ALDH1A2/SEMA3G/SEMA6A",32
"GO:0110110","GO:0110110","positive regulation of animal organ morphogenesis","31/3020","85/18866",3.57547883869593e-06,0.000254381258501378,0.000213767540267391,"PIM1/JAG1/TFAP2A/CFLAR/ROBO1/PAX2/FGFR2/SEMA3C/FGFR1/ROBO2/TGFBR2/SIX1/HAND2/BMP4/FRS2/BASP1/STOX1/MYC/GREM1/TNFAIP3/TWIST1/WNT2/SOX9/WNT4/TGFBR1/LGR4/PTN/GATA3/BMP2/VDR/FGF1",31
"GO:2000027","GO:2000027","regulation of animal organ morphogenesis","69/3020","254/18866",3.79704574712017e-06,0.000267143263008499,0.000224492002943772,"PIM1/JAG1/GPC4/SMURF2/TFAP2A/CFLAR/BCL2/ROBO1/PAX2/FGFR2/PSMC1/SEMA3C/FGFR1/ROBO2/RYK/TGFBR2/GPC6/SIX1/ROR2/AP2A2/TBX5/ETV5/SULF2/BCOR/FBXW7/HGF/FZD1/DVL2/HAND2/SFRP2/BDNF/NKD1/BMP4/NFIB/FRS2/BASP1/SFRP1/PRICKLE1/STOX1/TACSTD2/PSMB7/FOXC1/PAX9/PSME3/AJAP1/MYC/GREM1/TNFAIP3/DACT1/TWIST1/WNT2/PDGFA/TNF/SOX9/WNT4/FZD6/DMRT3/DVL3/GLI1/PSMD7/TGFBR1/LGR4/PTN/GATA3/BMP2/VDR/VANGL2/FGF1/TIAM1",69
"GO:0030326","GO:0030326","embryonic limb morphogenesis","41/3020","127/18866",4.02800404434924e-06,0.000277231756617602,0.000232969799132556,"TBX3/TFAP2A/LMBR1/FREM2/IHH/GLI2/RARB/INTU/FGFR1/SALL1/ROR2/FBN2/TBX5/MSX2/GLI3/GNA12/HAND2/CPLANE1/SFRP2/WDPCP/GRHL2/BMP4/PITX1/AFF3/GREM1/PBX1/CRABP2/SP8/TWIST1/WNT3/LEF1/FZD6/ALX4/TMEM231/CACNA1C/NIPBL/TBC1D32/LNPK/CREBBP/CHD7/ALDH1A2",41
"GO:0035113","GO:0035113","embryonic appendage morphogenesis","41/3020","127/18866",4.02800404434924e-06,0.000277231756617602,0.000232969799132556,"TBX3/TFAP2A/LMBR1/FREM2/IHH/GLI2/RARB/INTU/FGFR1/SALL1/ROR2/FBN2/TBX5/MSX2/GLI3/GNA12/HAND2/CPLANE1/SFRP2/WDPCP/GRHL2/BMP4/PITX1/AFF3/GREM1/PBX1/CRABP2/SP8/TWIST1/WNT3/LEF1/FZD6/ALX4/TMEM231/CACNA1C/NIPBL/TBC1D32/LNPK/CREBBP/CHD7/ALDH1A2",41
"GO:0001649","GO:0001649","osteoblast differentiation","64/3020","231/18866",4.15798303936282e-06,0.000283100522637047,0.000237901576275937,"ACVR2A/IGFBP3/JAG1/MIR9-2/MEF2C/IHH/RORB/GLI2/FGFR2/MIR21/FBN2/MSX2/ITGA11/SMAD6/GLI3/BMPR1B/SOX2/SATB2/HGF/FZD1/GDF10/SOX11/HAND2/SFRP2/PTK2/BMP4/TOB1/SFRP1/FAM20C/RANBP3L/BMP6/ID4/GREM1/ID2/AXIN2/RRAS2/TWIST1/WNT3/MEF2D/TNF/SOX9/LEF1/WNT4/GLI1/CDK6/CEBPB/TNN/NOCT/IL6/CEBPD/HIRA/LGR4/OSTN/IARS1/TMEM64/TRPM4/BMP2/CREB3L1/IGFBP5/SNRNP200/CTNNBIP1/SMOC1/FBL/UCMA",64
"GO:0040013","GO:0040013","negative regulation of locomotion","98/3020","397/18866",4.46338102907476e-06,0.000300660943362781,0.000252658355005296,"SEMA3A/IGFBP3/DACH1/JAG1/KANK1/MIR9-2/PADI2/MEF2C/SLIT2/SEMA3E/PTPRG/FOXO3/THBS1/STAP1/SP100/BCL2/ROBO1/PTPRK/ADTRP/PTPRM/PRKG1/SEMA3C/PPARGC1A/ROBO2/RYK/NRG1/MIR34A/SEMA6D/NRG3/CLASP2/DPYSL3/MITF/DPP4/MIR21/MIR2355/MCTP1/TRIB1/TBX5/LIMCH1/SRGAP1/ZMYND8/ITGB1BP1/NRP1/SEMA3D/CDH1/SFRP2/MARVELD3/MMRN2/ACVR1C/STC1/PTPRT/SFRP1/TACSTD2/VASH1/PTGER4/SINHCAF/GREM1/PPARD/CXCL13/GJA1/AFDN/RIPOR2/SPOCK3/PTPRJ/MEOX2/NAV3/DAB2IP/WNT3/FGF2/MIR129-1/CD300A/DLG5/TNF/GCSAM/HDAC5/PFN2/ABR/WNT4/SEMA5A/SEMA5B/IL4/TIE1/CD200R1/CXCL12/LRCH1/TNN/OSBPL8/CORO1C/JUP/MIR133A2/PTN/GATA3/GPR18/SEMA3G/MAPK15/IGFBP5/MIR1298/SEMA6A",98
"GO:0003018","GO:0003018","vascular process in circulatory system","55/3020","190/18866",4.68441686541713e-06,0.000312228711492855,0.000262379249359375,"MIR153-2/SLIT2/ADRA1A/ITGA1/PTPRM/PRKG1/YES1/KCNA5/ADM/KCNMA1/HTR1D/ADRA2A/HTR2A/TJP2/MIR21/AGTR1/CAV1/ATG5/ARHGAP42/MYLK3/CHRM3/ITGB1BP1/C2CD4B/BMP6/FOXC1/ASIC2/HTR7/ATP2B1/CPS1/MKKS/PPARD/AKAP12/GJA1/PTPRJ/KCNMB2/SLC27A4/SOD2/GCLC/FGFBP3/ABR/HTR1B/ARHGAP35/EDN3/GUCY1A1/DRD1/MTNR1B/GRIP2/TRPM4/DOCK4/ADRA1B/ADCYAP1/CDH5/DOCK5/CTNNBIP1/HMGCR",55
"GO:0061351","GO:0061351","neural precursor cell proliferation","47/3020","154/18866",4.74946237140675e-06,0.00031326662224737,0.000263251450520407,"KDM2B/FOXO3/GLI2/KDM1A/SOX5/FGFR2/FGFR1/RYK/TOX/FGF13/ZNF335/RERE/GLI3/EPHB1/BDNF/TRIM71/FRS2/DOCK7/RORA/ID4/CDH2/ID2/LRRK2/LRP2/DCT/NAP1L1/WNT2/GBX2/LEF1/FZD6/PROX1/IGF2BP1/DISP3/DMRTA2/GLI1/NES/KIF14/SIX3/TEAD3/NUMB/DISC1/PTN/ARTN/ADCYAP1/PSMG1/BTG2/PTPRZ1",47
"GO:0048588","GO:0048588","developmental cell growth","65/3020","237/18866",5.07686741620123e-06,0.000331409530715321,0.00027849771881603,"SEMA3A/AUTS2/COBL/EPHA7/SLIT2/NTN1/USP9X/SEMA3E/ADRA1A/NRP2/MACF1/PLXNA1/BCL11A/SEMA3C/MAP2/RYK/TGFBR2/NTRK3/NRCAM/SEMA6D/FGF13/POSTN/ADNP/AKAP13/TNR/SORBS2/NRP1/SEMA3D/DPYSL2/CDH4/BDNF/C9orf72/SYT1/DCC/RNF157/ALCAM/PLXNA4/PDLIM5/CRABP2/WNT3/SOX9/APP/SEMA5A/SEMA5B/DCLK1/SYT2/BARHL2/CXCL12/TNN/HSP90AB1/UNC13A/CDK5R1/EFNA5/IQGAP1/RTN4/RAPH1/OSTN/DISC1/SEMA3G/SYT4/PAK6/PRKN/TIAM1/SEMA6A/NDEL1",65
"GO:0051961","GO:0051961","negative regulation of nervous system development","82/3020","319/18866",5.21127684197329e-06,0.000336712295544642,0.000282953860753759,"SEMA3A/LIN28A/HMG20A/JAG1/KANK1/EPHA7/SLIT2/EPHA4/NTN1/SORL1/SEMA3E/PTPRG/FOXO3/STAP1/BCL11A/SEMA3C/CRMP1/ROBO2/MAP2/RYK/NTRK3/NRG1/ASAP1/SEMA6D/NRG3/DPYSL3/FGF13/TNR/SPOCK1/GLI3/DAB1/NRP1/CBLN1/SEMA3D/SOX2/BRINP1/SOX11/BDNF/UBE3A/PTK2/ZNF365/PHOX2B/DNM3/DCC/RAPGEF2/ID4/EPHB2/ID2/DICER1/PBX1/NEUROD2/LRRK2/LMX1A/CNTN4/IRX3/PRAG1/WNT3/TNF/SOX9/APP/SEMA5A/DISP3/SEMA5B/TNN/ZHX2/ITM2C/CBFA2T2/IL6/MEIS1/ELAPOR2/CDK5R1/SIX3/EFNA1/OMG/RTN4/OSTN/PTN/MYLIP/ADCYAP1/SEMA3G/SYT4/SEMA6A",82
"GO:0099175","GO:0099175","regulation of postsynapse organization","36/3020","107/18866",5.34023459922082e-06,0.000341559247295618,0.000287026963307403,"ARHGAP22/EPHA7/EPHA4/ABI2/GRID2/ACTR2/NRP2/IL1RAPL1/SLC7A11/NRXN1/NTRK3/NRCAM/FYN/ZMYND8/LRRTM1/CBLN1/PTPRD/UBE3A/SHISA6/DNM3/CDH2/PDLIM5/LRRK2/MIR30B/GRIN2B/IL1RAP/PPFIA2/CDK5R1/ITPKA/EFNA1/SIPA1L1/PTN/GAP43/ZNF804A/PRNP/TIAM1",36
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","86/3020","339/18866",5.44235620617106e-06,0.000344609994974752,0.000289590638128365,"KANK1/TLE4/SMURF2/FRZB/CTNND2/FOXO3/DKK2/CCNY/BTRC/TLE6/FGFR2/PSMC1/FZD8/RYK/SOX17/MITF/CAV1/ROR2/TLE2/CSNK1E/GLI3/SULF2/TBL1XR1/PLPP3/SOX2/NR4A2/TBX18/KREMEN2/FZD1/DVL2/TLE3/GPRC5B/SFRP2/CUL3/NKD1/SHISA6/PPM1B/ZNF703/SFRP1/PRICKLE1/TNKS/PSMB7/PPM1A/PSME3/EDA/SDC1/GREM1/CDH2/CTNND1/DACT1/AXIN2/TBL1X/LRRK2/TLE1/RBMS3/CDK14/WNT2/DAB2IP/WNT3/IGFBP4/UBAC2/SOX9/LEF1/WNT4/FZD6/SEMA5A/HECW1/GNAQ/DVL3/GLI1/VCP/TNN/PSMD7/CDH3/STK3/NFKB1/GPC5/JUP/LGR4/DISC1/TMEM64/TCF7L2/GATA3/TRPM4/BMP2/PRKN",86
"GO:0001823","GO:0001823","mesonephros development","35/3020","103/18866",5.57795881296337e-06,0.000346397723788324,0.000291092943736074,"ADAMTS16/SLIT2/BCL2/RARB/PAX2/FGFR2/FGFR1/ROBO2/SALL1/CER1/SIX1/SMAD6/GLI3/KIF26B/BDNF/BMP4/BASP1/SFRP1/TACSTD2/BMPER/FOXC1/MYC/SDC1/GREM1/PBX1/FAT4/FGF2/SOX9/WNT4/TCF21/LGR4/GATA3/BMP2/FGF1/CTNNBIP1",35
"GO:0031589","GO:0031589","cell-substrate adhesion","90/3020","359/18866",5.58000123600901e-06,0.000346397723788324,0.000291092943736074,"JAG1/KANK1/EDIL3/ATRNL1/COL13A1/SEMA3E/USH2A/THBS1/EPHA3/LAMC1/BCL2/PEAK1/MACF1/ITGA1/PTPRK/RSU1/VWA2/MEGF9/STRC/CDH13/EPB41L5/CLASP2/TBCD/PREX1/RIN2/POSTN/LIMCH1/ITGA11/SMAD6/BCAS3/SPOCK1/SGCE/ITGB1BP1/NRP1/EPHB1/EPDR1/BCL6/MKLN1/FER/FERMT2/WDPCP/PTK2/CORO2B/GBP1/SORBS1/OLFM4/VWF/HAS2/SFRP1/TACSTD2/ITGAV/CD44/CCR7/NTNG1/EDA/AJAP1/GREM1/ABI3BP/PPARD/SMOC2/PTPRJ/CARMIL1/WNT4/PIP5K1A/FBLN2/CDK6/TNN/ANGPTL3/NPY2R/SLC9A1/ACER2/KIF14/ITGA6/CORO1C/PPFIA2/PRKCE/EFNA5/PARVG/DOCK1/JUP/RREB1/IQGAP1/EFNA1/PLEKHA2/DISC1/PTN/RCC2/UTRN/TIAM1/DOCK5",90
"GO:0045665","GO:0045665","negative regulation of neuron differentiation","62/3020","225/18866",7.04738783157582e-06,0.000433243298539205,0.00036407302492198,"SEMA3A/HMG20A/JAG1/KANK1/EPHA7/SLIT2/EPHA4/NTN1/SEMA3E/PTPRG/FOXO3/BCL11A/SEMA3C/CRMP1/MAP2/RYK/ASAP1/SEMA6D/DPYSL3/FGF13/TNR/SPOCK1/GLI3/DAB1/NRP1/SEMA3D/SOX2/UBE3A/PTK2/ZNF365/PHOX2B/DNM3/DCC/RAPGEF2/ID4/EPHB2/ID2/PBX1/LRRK2/LMX1A/CNTN4/IRX3/PRAG1/WNT3/SOX9/APP/SEMA5A/DISP3/SEMA5B/ZHX2/ITM2C/CBFA2T2/MEIS1/CDK5R1/SIX3/EFNA1/OMG/RTN4/OSTN/MYLIP/SEMA3G/SEMA6A",62
"GO:0001837","GO:0001837","epithelial to mesenchymal transition","46/3020","152/18866",7.64435293374099e-06,0.000465423488235076,0.000391115425911545,"JAG1/IL17RD/EPHA3/EZH2/EOMES/FGFR2/FOXA2/SPRY2/OVOL2/FGFR1/TGFBR2/EPB41L5/CLASP2/MIR21/TCOF1/TBX5/MSX2/HGF/SPRED2/SFRP2/BMP4/GSC/ZNF703/HAS2/SFRP1/FOXC1/GREM1/AXIN2/TMEM100/TWIST1/WNT2/DAB2IP/DLG5/SOX9/LEF1/WNT4/KBTBD8/FAM83D/IL6/EFNA1/TGFBR1/RTN4/TCF7L2/GATA3/BMP2/TIAM1",46
"GO:0043010","GO:0043010","camera-type eye development","84/3020","332/18866",7.76589828971039e-06,0.000468320647337582,0.000393550033628932,"JAG1/KDM2B/ABI2/TFAP2A/BCL11B/IHH/RORB/SLITRK6/SLC7A11/PTPRM/PAX2/CRYGN/SPRY2/TENM3/TGFBR2/NTRK3/TUB/MITF/ARID1A/PROM1/NTRK2/ATP8A2/FBN2/VSX1/FAT1/FZR1/SDK1/BCAR3/TSPAN12/GLI3/NRP1/BMPR1B/EPHB1/FBN1/OPN5/SOX11/SPRED2/WDPCP/GRHL2/BMP4/BFSP1/FRS2/TTLL5/TENT2/FOXC1/ATP2B1/MAF/EPHB2/TULP1/NEUROD1/TWIST1/WNT2/INHBA/SOX1/HCN1/MEGF11/CC2D2A/FGF2/VAX2/CRYBB2/SOX9/ALDH1A3/ARHGAP35/PROX1/MYOM1/TMEM231/CACNA1C/ZHX2/NES/PDS5B/GNAT1/TBC1D32/MEIS1/MTNR1B/SIX3/SLC17A6/TGFBR1/COL4A1/PTN/CHD7/GATA3/ALDH1A2/PDGFRA/RAB3GAP1",84
"GO:0045668","GO:0045668","negative regulation of osteoblast differentiation","22/3020","53/18866",8.35939769420094e-06,0.000499355718864909,0.000419630142444744,"MIR9-2/RORB/SMAD6/GDF10/HAND2/TOB1/SFRP1/RANBP3L/GREM1/ID2/AXIN2/TWIST1/TNF/SOX9/CDK6/TNN/NOCT/OSTN/TMEM64/TRPM4/IGFBP5/UCMA",22
"GO:0048638","GO:0048638","regulation of developmental growth","88/3020","353/18866",8.93454186216185e-06,0.000528724477301017,0.000444309976519706,"PIM1/RAI1/SEMA3A/WWC2/MEF2C/EPHA7/NTN1/SEMA3E/BCL2/MACF1/BCL11A/FGFR2/SEMA3C/FGF20/FGFR1/MAP2/RYK/TGFBR2/NTRK3/NRCAM/SEMA6D/FGF13/SIX1/ADNP/ATP8A2/TNR/JARID2/TBX5/NRP1/SEMA3D/DPYSL2/CAPN3/CDH4/SFRP2/BDNF/NKD1/RAG2/PTK2/BMP4/HLX/SYT1/BASP1/SFRP1/FOXC1/DCC/RNF157/WWC1/MKKS/PPARD/PLXNA4/GJA1/CRABP2/IL7/GPAM/WNT2/WNT3/FGF2/PROX1/APP/SEMA5A/SEMA5B/SYT2/MSTN/BARHL2/GLI1/FXN/CXCL12/NIPBL/MEIS1/UNC13A/STK3/FTO/CDK5R1/EFNA5/PLAC8/TGFBR1/RTN4/OSTN/DISC1/COLQ/CHD7/WWC3/SEMA3G/SYT4/PRKN/SEMA6A/NDEL1/STC2",88
"GO:0042733","GO:0042733","embryonic digit morphogenesis","24/3020","61/18866",9.95263226422406e-06,0.000579063713823601,0.000486612207563638,"TBX3/LMBR1/FREM2/IHH/GLI2/INTU/SALL1/ROR2/MSX2/GLI3/GNA12/HAND2/CPLANE1/SFRP2/WDPCP/GRHL2/BMP4/TWIST1/FZD6/ALX4/TMEM231/TBC1D32/LNPK/CREBBP",24
"GO:0140058","GO:0140058","neuron projection arborization","14/3020","26/18866",9.96808983050735e-06,0.000579063713823601,0.000486612207563638,"SEMA3A/MACF1/NRP1/MYO9A/DVL2/ZNF365/NTNG1/LRRK2/MOV10/LRP2/PHACTR1/DVL3/PTN/PAK6",14
"GO:0007413","GO:0007413","axonal fasciculation","13/3020","23/18866",1.02839801566058e-05,0.000586650111275927,0.00049298738446318,"SEMA3A/EPHA4/EPHA3/NRCAM/NRP1/CNR1/EPHB2/CNTN4/NCAM2/ARHGAP35/SEMA5A/CDK5R1/RTN4",13
"GO:0106030","GO:0106030","neuron projection fasciculation","13/3020","23/18866",1.02839801566058e-05,0.000586650111275927,0.00049298738446318,"SEMA3A/EPHA4/EPHA3/NRCAM/NRP1/CNR1/EPHB2/CNTN4/NCAM2/ARHGAP35/SEMA5A/CDK5R1/RTN4",13
"GO:0048546","GO:0048546","digestive tract morphogenesis","21/3020","50/18866",1.07235524604329e-05,0.000606263698030901,0.000509469527138046,"IHH/BCL2/GLI2/FGFR2/OVOL2/SOX17/EPB41L5/GLI3/BBS7/SOX11/SFRP2/BMP4/HLX/SFRP1/DACT1/ID2/GLI1/TCF21/NIPBL/PDGFRA/VANGL2",21
"GO:0019932","GO:0019932","second-messenger-mediated signaling","108/3020","456/18866",1.09787206454461e-05,0.000615196983424469,0.000516976552051516,"PDE4D/CHP2/HINT1/THBS1/ADRA1A/CAMK2D/PRKG1/ADGRG2/MAFA/ADM/NRG1/RXFP1/ADRA2A/CDH13/ADGRL3/PPP1R9B/ADNP/FSHR/AGTR1/PDK2/AKAP13/JPH1/MCTP1/GRM5/PPP2R1A/CXCR5/CHRM3/CNR1/RAPGEF4/CALCRL/CCR6/LACRT/NCALD/ITPR2/ADGRL2/GALR1/MC4R/NMUR2/CCR4/ADGRB3/KSR2/DMD/ZAP70/P2RX7/GBP1/GPR12/SYK/ACKR3/SGCD/NOS1AP/CMKLR1/RYR2/PEX5L/CCR7/RNF157/RAPGEF2/RAPGEF3/PTGER4/ADGRG7/ADCY3/LHCGR/AHR/RUNDC3A/NEUROD2/CCR1/NEUROD1/PTPRC/LRRK2/NMUR1/PTPRJ/TMEM100/CAMTA1/TCP11/TNF/GNAL/SOX9/RCAN3/OPRM1/DGKD/PCLO/EDN3/GNAQ/GRIN2A/GRIN2B/GNAI1/SCTR/CACNA1C/NFATC2/GUCY1A1/NPY2R/DRD1/SLC9A1/PRKCA/MTNR1B/GPR101/CHERP/MIR133A2/KCNC2/LGR4/TRPM4/NR5A2/ADRA1B/ADCYAP1/PDE7B/PDE4A/PDE10A/PRNP/PRKAR2B",108
"GO:0046632","GO:0046632","alpha-beta T cell differentiation","35/3020","106/18866",1.14616628034466e-05,0.00063662499010021,0.000534983430022369,"CD83/BCL11B/IHH/BCL2/EOMES/TGFBR2/TOX/PRDM1/MIR21/IL21/GLI3/FOXP1/BCL6/RC3H2/IL18R1/ZAP70/IL2/HLX/SYK/RORA/NFKBIZ/PTGER4/SPN/LEF1/ANXA1/RUNX3/IL4/TNFSF4/IL6/IL4R/RUNX1/GPR183/GATA3/RIPK2/GPR18",35
"GO:0007156","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","49/3020","168/18866",1.20671671897578e-05,0.000664428718656923,0.000558348102006641,"FAT3/DSC3/CDH18/ROBO1/DCHS2/PTPRM/IGSF21/TENM3/PCDH17/PCDH7/ROBO2/CDH13/CDH10/PCDH10/CNTN6/PCDH15/CDH20/FAT1/SDK1/CDH11/PCDH18/CDH1/HMCN1/CDH4/CDH8/CADM1/PTPRT/KIRREL3/PCDH20/CDH2/CLSTN2/CDH7/VSTM2L/FAT4/CDH12/CNTN4/CDH6/BSG/CDHR3/DSCAML1/CDH23/CDH3/CDH19/CLSTN1/MYOT/CDH9/MYPN/IGSF9B/CDH5",49
"GO:0010464","GO:0010464","regulation of mesenchymal cell proliferation","16/3020","33/18866",1.34398890758582e-05,0.0007336325657615,0.000616503078751934,"IHH/FGFR2/FGFR1/TGFBR2/SIX1/BMP4/PHF14/NFIB/IRS2/LMNA/MYC/WNT2/PDGFA/SOX9/PTN/CTNNBIP1",16
"GO:0045785","GO:0045785","positive regulation of cell adhesion","102/3020","428/18866",1.44820715996952e-05,0.000783764763839913,0.000658631326463869,"ZFHX3/CD83/TFRC/EDIL3/ADAM19/EPB41L4B/IHH/GLI2/RSU1/FOXA2/YES1/DOCK8/TGFBR2/CDH13/EPB41L5/MAP3K8/DPP4/MIR21/PREX1/RIN2/CAV1/FYN/FADD/IL21/GLI3/ITGB1BP1/KIF26B/NRP1/PLPP3/SOX2/MAGI1/BCL6/ZMIZ1/LCK/HSPH1/BTLA/SFRP2/ZAP70/PTPN11/IL2/HLX/OLFM4/SYK/HAS2/SFRP1/ITGAV/NFKBIZ/PRKD2/CD44/CCR7/ABI3BP/CXCL13/MYO10/AFDN/PTPRC/IL7/SOX13/SMOC2/GPAM/PTPRJ/CLECL1/MIR30B/TNF/CARMIL1/LEF1/ANXA1/WNT4/IL15/RNASE10/RUNX3/FBLN2/IL4/CDK6/CXCL12/ANK3/NPY2R/TNFSF4/VAV3/IL6/PRKCA/ITGA6/ICOS/PRKCE/DOCK1/JUP/RREB1/IQGAP1/PODXL/PLEKHA2/IL4R/RUNX1/DISC1/IL12A/PTN/GATA3/RIPK2/KIFAP3/SIRPA/IL2RA/UTRN/DOCK5/ZP4",102
"GO:0086003","GO:0086003","cardiac muscle cell contraction","27/3020","74/18866",1.47719890997472e-05,0.000792679957454233,0.000666123148075132,"PDE4D/KCNE4/KCNJ5/CAMK2D/KCNA5/FGF13/FGF12/CAV1/HCN4/CACNA1D/CACNA2D1/SCN5A/STC1/SGCD/NOS1AP/RYR2/BIN1/SNTA1/GJA1/CTNNA3/CACNA1C/SLC9A1/JUP/MIR133A2/KCNE3/TRPM4/SCN3B",27
"GO:0016049","GO:0016049","cell growth","114/3020","490/18866",1.49242687320819e-05,0.000794121593374309,0.000667334616901143,"SEMA3A/IGFBP3/AUTS2/KDM2B/ESR2/FRZB/COBL/EPHA7/SLIT2/NTN1/USP9X/SEMA3E/ADRA1A/NRP2/BCL2/MACF1/PLXNA1/BCL11A/CAMK2D/SEMA3C/MAP2/RYK/TGFBR2/NTRK3/SOX17/NRCAM/SEMA6D/EPB41L5/NRG3/SGK1/PPP1R9B/FGF13/POSTN/ADNP/AGTR1/AKAP13/TNR/SMARCA2/SORBS2/PPP2R1A/SPOCK1/NRP1/SEMA3D/DPYSL2/BCL6/SERTAD2/OSGIN2/CDH4/SFRP2/BDNF/URI1/SH3BP4/IL2/C9orf72/APBB2/SYT1/MUC12/SFRP1/DCC/RNF157/GREM1/ALCAM/PPARD/PLXNA4/GJA1/PDLIM5/LMX1A/CRABP2/PRDM11/PTPRJ/INHBA/INO80/WNT3/IGFBP4/H3-5/SOX9/LEF1/APP/SEMA5A/SEMA5B/DCLK1/SYT2/BARHL2/SERPINE2/FXN/CXCL12/TNN/EXOSC9/SLC9A1/HSP90AB1/KIF14/UNC13A/CLSTN1/CDK5R1/DCBLD2/RPS6KA1/EFNA5/IQGAP1/RPTOR/TGFBR1/RTN4/RAPH1/OSTN/DISC1/LTBP4/SEMA3G/SYT4/PML/IGFBP5/PAK6/PRKN/TIAM1/SEMA6A/NDEL1",114
"GO:1900027","GO:1900027","regulation of ruffle assembly","15/3020","30/18866",1.56310810549515e-05,0.000824800043666272,0.000693115041515611,"KANK1/COBL/STAP1/ARHGAP24/CAV1/WDPCP/PLEKHM1/TACSTD2/PFN2/EPS8/CORO1C/EPS8L3/RHOG/RCC2/NDEL1",15
"GO:0010463","GO:0010463","mesenchymal cell proliferation","19/3020","44/18866",1.73868924275067e-05,0.000908927288766893,0.000763810793083859,"IHH/FGFR2/FGFR1/TGFBR2/SIX1/HAND2/BMP4/PHF14/NFIB/IRS2/LMNA/MYC/FAT4/WNT2/PDGFA/SOX9/PTN/BMP2/CTNNBIP1",19
"GO:0060021","GO:0060021","roof of mouth development","31/3020","91/18866",1.76987979945725e-05,0.000908927288766893,0.000763810793083859,"TBX3/MEF2C/TFAP2A/BNC2/INTU/TIPARP/TGFBR2/CSRNP1/GLI3/BCOR/SATB2/FZD1/BBS7/SOX11/HAND2/CPLANE1/WDPCP/EPHB2/TWIST1/MEOX2/INHBA/LEF1/ALX4/TCF21/INSIG2/TGFBR1/CHD7/PDGFRA/ASPH/MMP25/GABRB3",31
"GO:0048846","GO:0048846","axon extension involved in axon guidance","17/3020","37/18866",1.77995868299265e-05,0.000908927288766893,0.000763810793083859,"SEMA3A/SLIT2/SEMA3E/NRP2/SEMA3C/RYK/SEMA6D/NRP1/SEMA3D/ALCAM/PLXNA4/WNT3/SEMA5A/SEMA5B/CXCL12/SEMA3G/SEMA6A",17
"GO:1902284","GO:1902284","neuron projection extension involved in neuron projection guidance","17/3020","37/18866",1.77995868299265e-05,0.000908927288766893,0.000763810793083859,"SEMA3A/SLIT2/SEMA3E/NRP2/SEMA3C/RYK/SEMA6D/NRP1/SEMA3D/ALCAM/PLXNA4/WNT3/SEMA5A/SEMA5B/CXCL12/SEMA3G/SEMA6A",17
"GO:0021756","GO:0021756","striatum development","11/3020","18/18866",1.8397122033621e-05,0.000931924613735104,0.000783136436883824,"BCL11B/RARB/SLC7A11/CNTNAP2/SECISBP2/MKKS/LRRK2/INHBA/SLITRK5/ALDH1A3/DRD1",11
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","95/3020","395/18866",1.91499938886357e-05,0.000962363184943186,0.000808715280760682,"MEF2C/CLDN1/BCL11B/ERRFI1/THBS1/IHH/CFLAR/NRP2/LAMC1/ROBO1/PTPRK/INTU/PTPRM/PAX2/FGFR2/STXBP4/OVOL2/FGFR1/MIR34A/CDH13/MIR21/MIR2355/SIX1/AGTR1/CAV1/CNMD/CYP7B1/NRP1/SULF2/SOX2/LACRT/FBXW7/REG3G/MIRLET7B/SCG2/SOX11/SFRP2/SCN5A/PEX2/MARVELD3/BMP4/NFIB/FRS2/ZNF703/HAS2/SFRP1/STOX1/TACSTD2/BMP6/PRKD2/VASH1/MYC/ZFP36L1/TNFAIP3/PPARD/FLT4/GJA1/TWIST1/WNT2/DAB2IP/FGF2/MIR129-1/MIR30B/TNF/SOX9/PROX1/SEMA5A/TGFA/RUNX3/GLI1/WDR48/CDK6/CXCL12/SP1/KLF9/CDH3/PRKCA/RREB1/PDCL3/RPTOR/TGFBR1/RTN4/TLR4/IL12A/PTN/TCF7L2/COL4A3/GATA3/BMP2/ALDH1A2/VDR/A4GNT/FGF1/ARG1/MIR135B",95
"GO:0021761","GO:0021761","limbic system development","35/3020","109/18866",2.26058710127697e-05,0.00112708956892014,0.000947141964107342,"SEMA3A/NEUROD6/DCLK2/TBX3/NRP2/EZH2/FGFR2/CNTNAP2/FGFR1/PPP1R9B/FGF13/GSX1/NCOA1/FOXB1/GLI3/DAB1/NRP1/TENT2/KIRREL3/ID4/MKKS/NEUROD1/LMX1A/ALK/LEF1/ALDH1A3/PROX1/CDK6/DRD1/KIF14/CDK5R1/TBR1/RAB3GAP1/BTG2/KIF5B",35
